hfc,office name,address (detailed),pincode,district,state
aadhar,jabalpur office,"aadhar housing finance ltd. kartar niwas 1st floor, plot no 866 and 869, russel chowk, napier town",482001,jabalpur,madhya pradesh
aadhar,jagitial office,"aadhar housing finance ltd. house no.4-1/6/4a, 2nd floor, raviteja motors building, karim nagar road",505327,jagitial,telangana
aadhar,jaipur office,"aadhar housing finance ltd. no c 98, 5th floor, sanghi upasana tower, subhash marg, c scheme",302001,jaipur,rajasthan
aadhar,jaipur - vidyut nagar office,"aadhar housing finance ltd. plot-121, 1st floor, vidyut nagar, b queens road, jaipur",302021,jaipur,rajasthan
aadhar,jaipur rajapark office,"aadhar housing finance ltd. dhadda house, first floor, b-10g, govind marg adarsh nagar, raja park",302004,jaipur,rajasthan
aadhar,jaipur sanganer office,"aadhar housing finance ltd. no 26/a, 1st floor, krishna tower, pratap nagar, sanganer, sector 5",302029,jaipur,rajasthan
aadhar,jaipur-kalwar road office,"aadhar housing finance ltd. no.31 - 33, kalwar road, govindpura, near md plaza",302012,jaipur,rajasthan
aadhar,jaipur-subhash marg office,"aadhar housing finance ltd. office no.4,5 and l6/9, c-98, 3rd floor, sanghi upasana tower, subhash marg",302001,jaipur,rajasthan
aadhar,jaipur-vidhyadhar nagar office,"aadhar housing finance ltd. shri nath complex, 1st floor, khasra no.85/175 1,2 sant bandhu nagar",302039,jaipur,rajasthan
aadhar,jalandhar office,"aadhar housing finance ltd. no. 5 and 6, 1st floor, puda complex, court road, rajinder nagar, opposite dc office",144001,jalandhar,punjab
aadhar,jalgaon office,"aadhar housing finance ltd. office no.501, 4th floor (west side part), balaji arcade, cts no.2638a/1/14, at jalgaon shivar, opp nayantara arcade mall",425001,jalgaon,maharashtra
aadhar,jalna office,"aadhar housing finance ltd. shop no.2,3 and office no.2, ground flr, milkat no 3-8/11380/150, plot no.8, anjaneya residency, railway station road, old jalna",431213,jalna,maharashtra
aadhar,jalore office,"aadhar housing finance ltd. 2nd floor, plot no h/15, station road, above idfc first bank, shivaji nagar colony",343001,jalore,rajasthan
aadhar,jamnagar office,"aadhar housing finance ltd. no 401/a, 4th floor, swastik avenue, lalbunglow road, patrakar colony, near state bank of india",361001,jamnagar,gujarat
aadhar,jamshedpur office,"aadhar housing finance ltd. ground floor, block-b, gdr siddha, n road, bistupur, jamshedpur",831001,east singhbhum,jharkhand
aadhar,jangaon office,"aadhar housing finance ltd. d.no3-3-24 first floor old harijanwada, opp. to dsp office, jangaon",506167,jangaon,telangana
aadhar,jangir-champa office,"aadhar housing finance ltd. no. g/03, ground flr, krishna plaza, link rd, old chandaniya para, near sur sargam musicals",495668,janjgir,chhattisgarh
aadhar,jasdan office,"aadhar housing finance ltd. shop no. 142, krishna complex, new bus station, jasdan, ta–jasdan, dt-rajkot",360050,jasdan,gujarat
aadhar,jaunpur office,"aadhar housing finance ltd. 478, pn 87/1/2, makanpur pargana haveli, civil court road, hussainabad, near axis bank",222002,jaunpur,uttar pradesh
aadhar,jayanagar office,"aadhar housing finance ltd. no. 180, 2nd floor, 5th main rd, jayanagar, near police station",560011,bangalore,karnataka
aadhar,jetpur office,"aadhar housing finance ltd. no.3, 1st floor, shivam complex, junagadh road, sudam nagar, opposite hero honda showroom",360370,jetpur,gujarat
aadhar,jhalawar office,"aadhar housing finance ltd. no.04, 1st flr, manak complex, nh 52, agrasen vihar, near jindal medical",326001,jhalawar,rajasthan
aadhar,jhansi office,"aadhar housing finance ltd. house no 202, ward no 42, 2nd floor, allahabad bank crossing, civil lines",284001,jhansi,uttar pradesh
aadhar,jhunjhunu office,"aadhar housing finance ltd. 2nd floor, amina heights, rd number 3, milap nagar, near skyline hospital",333001,jhunjhunu,rajasthan
aadhar,jodhpur office,"aadhar housing finance ltd. no. 817, a-1, 1st flr, samriddhi tower chopasni rd, bank of india st, pratap nagar",342001,jodhpur,rajasthan
aadhar,junagadh office,"aadhar housing finance ltd. 2nd flr, bahauddin government arts college, miracle complex, no. 201 - 203, road, opp. raiji shopping centre",362001,junagadh,gujarat
aadhar,k r puram office,"aadhar housing finance ltd. office no. 1218, 2nd floor, pooja complex, old madras road, k r puram, bangalore",560036,bangalore,karnataka
aadhar,kadapa office,"aadhar finance housing ltd. 1st floor, mns tower, railway station rd, maria puram, nagarajupeta, kadapa",516002,kadapa,andhra pradesh
aadhar,kadiri office,"aadhar housing finance ltd. 1st floor, no 9/227-3, makka masjid st, old city, kadiri",515591,kadiri,andhra pradesh
aadhar,kaithal office,"aadhar housing finance ltd. 2nd floor, opp. easy day, dhand road, kaithal",136027,kaithal,haryana
aadhar,kakinada office,"aadhar housing finance ltd. door no 1-12-55, 2nd floor, bhanugudi centre, near vamshi fast food, military road",533004,kakinada,andhra pradesh
aadhar,kallakurichi office,"aadhar housing finance ltd. suresh complex, sf no.338/23, first floor, kachirapalaiyam main road, near govt. hospital",606202,kallakurichi,tamil nadu
aadhar,kalwakurthy office,"aadhar housing finance ltd. h.no. 11-105/1, 1st floor, gandhi nagar, hyderabad x road, kalwakurthy, nagarkurnool district",509324,kalwakurthy,telangana
aadhar,kalyan office,"aadhar housing finance ltd. office no.401, 4th floor, bldg no.3, sarvodaya enclaves, opp ramdev hotel, agra road, kalyan",421202,kalyan,maharashtra
aadhar,kanchipuram office,"aadhar housing finance ltd. 2nd floor, no. 69, vallalpachaiyappan street, kanchipuram",631501,kanchipuram,tamil nadu
aadhar,kankroli office,"aadhar housing finance ltd. office no.301-302, n k tower, opp nyara petrol pump, 100 feet road, kankroli, rajsamand",313324,kankroli,rajasthan
aadhar,kannur office,"aadhar housing finance ltd. cs/8, 144/c1, 2nd floor, supreme tower, opposite lic office, talap, kannur",670002,kannur,kerala
aadhar,kanpur office,"aadhar housing finance ltd. 1st floor no.103, ratan esquire, 104 and 108, mall rd, chunniganj chauraha, kanpur",208001,kanpur,uttar pradesh
aadhar,kanpur-jarauli office,"aadhar housing finance ltd. second floor deep complex premise no-1, gaushala rd, w-1, juhi kalan, saket nagar, kanpur",208014,kanpur,uttar pradesh
aadhar,kapadvanj office,"aadhar housing finance ltd. ff/35, 1st floor, national plaza, inside old bus stand depot, modasa road, kapadvanj",387620,kapadvanj,gujarat
aadhar,kapurthala office,"aadhar housing finance ltd. 1st floor, leader mall, bus stand, kapurthala",144601,kapurthala,punjab
aadhar,karad office,"aadhar housing finance ltd. first floor, pandurang bhawan, dhabewadi-kalgoan road, karad",415110,karad,maharashtra
aadhar,karaikudi office,"aadhar housing finance ltd. 2nd floor, selvi tower, no 25/7, college rd, opp. income tax office, sekkalai, karaikudi",630002,karaikudi,tamil nadu
aadhar,karimnagar office,"aadhar housing finance ltd. no. 102, ratna nilayam, 1st floor, d no: 2-10-1298, near court center, jyothi nagar, karimnagar",505001,karimnagar,telangana
aadhar,karjat office,"aadhar housing finance ltd. no- 2b, 1st floor, swapnadeep apartment, near shivaji chowk, karjat",410201,karjat,maharashtra
aadhar,karnal office,"aadhar housing finance ltd. sco 334, 1st floor, mughal canal, karnal",132001,karnal,haryana
aadhar,karur office,"aadhar housing finance ltd. 3rd floor, vp tower, no.126g, kovai main rd, opposite akc petrol bunk, vaiyapuri nagar",639002,karur,tamil nadu
aadhar,kashipur office,"aadhar housing finance ltd. 1st floor, ramnagar rd, near chamunda hospital, kashipur",244713,kashipur,uttarakhand
aadhar,kaushambi office,"aadhar housing finance ltd. upper ground floor, chak nagar-2, sirathu road, old rto office, manjhanpur, kaushambi",212207,kaushambi,uttar pradesh
aadhar,kavali office,"aadhar housing finance ltd. 1st floor, gd complex, no 248, trunk rd, near rtc bus stand, kavali",524201,kavali,andhra pradesh
aadhar,kekri office,"aadhar housing finance ltd. first floor, raghu colony, ajmer road, opp. power house, kekri",305404,kekri,rajasthan
aadhar,kengeri office,"aadhar housing finance ltd. site no 1107, 2nd floor, 1st main road, kengeri satellite town, opposite to dominos",560060,kengeri,karnataka
aadhar,keshod office,"aadhar housing finance ltd. no. 2, 2nd floor, ambavadi main rd, kavadra, amrut nagar, keshod",362220,keshod,gujarat
aadhar,khambhalia office,"aadhar housing finance ltd. shop no.6, first floor, shivam complex, near gojiya engineering, khambhalia",361305,khambhalia,gujarat
aadhar,khambhat office,"aadhar housing finance ltd. b-106, 1st floor, siddhsagar complex, station road, near railway station, khambhat",388620,khambhat,gujarat
aadhar,khamgaon office,"aadhar housing finance ltd. p. no. 2, swani samarth bldg, s. no. 21/b, nandura rd, nr. hero showroom, khamgaon",444303,khamgaon,maharashtra
aadhar,khammam office,"aadhar housing finance ltd. h no 5/1/525, 3rd floor, mak complex, wyra rd, vdo's colony, opp haveli restaurant",507001,khammam,telangana
aadhar,khandwa office,"aadhar housing finance ltd. plot no 1, indore road, shri nagar colony, khandwa",450001,khandwa,madhya pradesh
aadhar,khanna office,"aadhar housing finance ltd. shop no 60, 2nd floor, sant market, gt road, khanna",141401,khanna,punjab
aadhar,kharagpur office,"aadhar housing finance ltd. no.148/132, no. 232, 1st floor, kharagpur city rd, inda",721301,kharagpur,west bengal
aadhar,kharar office,"aadhar housing finance ltd. cabin no. 4 first floor, state bank of india building, mundi kharar, opposite reliance fresh",140301,kharar,punjab
aadhar,khargone office,"aadhar housing finance ltd. shop no- b 220 and 221, 1st floor, b - block, sita vallabh city market, khargone",451001,khargone,madhya pradesh
aadhar,kinwat office,"aadhar housing finance ltd. office no.02, ground floor, krushna complex, opp bus stand, mahur-kinwat road",431804,kinwat,maharashtra
aadhar,kolhapur office,"aadhar housing finance ltd. panch banglow, 3rd floor, shop no.302,304,306 vasant prestige, shahupuri, kolhapur",416001,kolhapur,maharashtra
aadhar,kolkata office,"aadhar housing finance ltd. no.231, 2nd flr, center point, lal dighi, b.b.d. bagh, opp. the lalit great eastern",700001,kolkata,west bengal
aadhar,kosi kalan office,"aadhar housing finance ltd. kashika complex, 1st floor, shop no 848/1, ward no- 5, kosi kalan, mathura",281403,kosi kalan,uttar pradesh
aadhar,kota office,"aadhar housing finance ltd. no. 16 and 17, akash mall, aerodrome circle, kota",324007,kota,rajasthan
aadhar,kotdwar office,"aadhar housing finance ltd. 1st floor, kaypride mall, shibunagar, devi road, kotdwar",246149,kotdwar,uttarakhand
aadhar,kothagudem office,"aadhar housing finance ltd. h.no 7-8-114, ganesh basti, above indian bank, kothagudem",507101,kothagudem,telangana
aadhar,kotputli office,"aadhar housing finance ltd. 1st floor, nh 08, laxmi nagar ward no. 12, kotputli, rajasthan",303108,kotputli,rajasthan
aadhar,kottayam office,"aadhar housing finance ltd. no 151, gr flr, kallelimannil building, opposite mount carmel school, kanjikuzhi, kottayam",686004,kottayam,kerala
aadhar,krishnagiri office,"aadhar housing finance ltd. no.2/24, 1st floor, melpudhur road, rajaji nagar east, krishnagiri, tamil nadu – 635002",635002,krishnagiri,tamil nadu
aadhar,kukatpally office,"aadhar housing finance ltd. sai vikram towers, mumbai highway, balaji nagar, kukatpally, hyderabad",500072,kukatpally,telangana
aadhar,kumbakonam office,"aadhar housing finance ltd. no. 2 and 3, 1st floor, premier towers, lakshmi vilas street, anna nagar, near anbu hospital",612001,kumbakonam,tamil nadu
aadhar,kurnool office,"aadhar housing finance ltd. d no. 40/321/5, zila parishad area ln, gandhi nagar, opposite zp office, kurnool",518001,kurnool,andhra pradesh
aadhar,kushinagar office,"aadhar housing finance ltd. 1st floor, ward no.22, dr. keshav baliram hegdewar nagar, chawani padruna, kushinagar",274304,kushinagar,uttar pradesh
aadhar,lakhimpur office,"aadhar housing finance ltd. ground floor, sri mangal plaza, mohalla-aghapuram kheri road, rajapur, near mandi samiti",262701,lakhimpur kheri,uttar pradesh
aadhar,lalitpur office,"aadhar housing finance ltd. house no 213, 2nd floor ward, 15, ghusiana rd, near elite chauraha, civil lines, lalitpur",284403,lalitpur,uttar pradesh
aadhar,latur office,"aadhar housing finance ltd. 3rd floor, nirmal heights, nandi stop, no. b/402, ausa rd, narayan nagar, latur",413512,latur,maharashtra
aadhar,laxminagar (vikas marg) office,"aadhar housing finance ltd. wa 122, 2nd floor, mother dairy road, shakarpur, laxmi nagar, opposite balaji mandir, new delhi",110092,laxminagar,delhi / ncr
aadhar,lucknow office,"aadhar housing finance ltd. b-2/6, d-2/23, d-2/24 and d-2/25, 1st floor, vishwasheel complex, vibhuti khand, gomati nagar",226010,lucknow,uttar pradesh
aadhar,lucknow - raibareilly road office,"aadhar housing finance ltd. sai tower, 2nd floor, house no. 590 h/090. plot no 2, 2135 kan min, mohalla- haibat mau mawaiya",226014,lucknow,uttar pradesh
aadhar,lucknow jankipuram-aliganj office,"aadhar housing finance ltd. no. 1 and cp/3, guru kripa bldng, engineering college rd, sector b, aliganj, nr engineering chauraha",226024,lucknow,uttar pradesh
aadhar,lucknow - lda colony office,"aadhar housing finance ltd. pal plaza, upper ground floor, kbc 15, sector b, kanpur road, lucknow",226005,lucknow,uttar pradesh
aadhar,ludhiana office,"aadhar housing finance ltd. online's greenwood plaza, 2nd floor, 387, miller ganj, gill road, ludhiana",141001,ludhiana,punjab
aadhar,ludhiana - chandigarh road office,"aadhar housing finance ltd. 34/c, fortune tower, ph 3, ludhiana - chandigarh nh, urban estate, dhandari kalan",141001,ludhiana,punjab
aadhar,machilipatnam office,"aadhar housing finance ltd. no 11/136, 1st floor main road, chammanagiripeta beside lane, machilipatnam, andhra pradesh",521001,machilipatnam,andhra pradesh
aadhar,madanapalle office,"aadhar housing finance ltd. c.v.n. complex, 2nd floor, opp bapuji municipal park, ctm road, madanapalle",517325,madanapalle,andhra pradesh
aadhar,madurai office,"aadhar housing finance ltd. 1st floor, ramkv square, no 338/1, 1st east main rd, near uzhavar santhai, madurai",625020,madurai,tamil nadu
aadhar,madurai - kalavasal office,"aadhar housing finance ltd. 227/2-c, 1st floor, sai towers, sathyamoorthynagar, kalavasal bye-pass, madurai",625010,madurai,tamil nadu
aadhar,mahabubabad office,"aadhar housing finance ltd. no.5-1-83, 5-1-84, 1st floor, doctor street, near town police station, mahabubabad",506101,mahabubabad,telangana
aadhar,mahabubnagar office,"aadhar housing finance ltd. h no.8-3-8;8-8-8/1 to 8-3-8-15, brms complex, 3rd floor, mettugadda, mahabubnagar",509001,mahabubnagar,telangana
aadhar,maharajganj office,"aadhar housing finance ltd. gayatri sadan, 2nd floor, shashtri nagar, maharajganj, uttar pradesh",273303,maharajganj,uttar pradesh
aadhar,mahasamund office,"aadhar housing finance ltd. 2nd floor, raipur road, beside bank of maharashtra, mahasamund",493445,mahasamund,chhattisgarh
aadhar,mahbubnagar office,"aadhar housing finance ltd. 3rd floor, brms complex, h no 8/3/8/1, utkoor - mogdumpur rd, pr colony, mahbubnagar",509001,mahabubnagar,telangana
aadhar,mahendragarh office,"aadhar housing finance ltd. 1st floor, opp hdfc bank, anaj mandi road, near sdm house, karamchari colony, mahendragarh",123029,mahendragarh,haryana
aadhar,mahuva office,"aadhar housing finance ltd. 1st floor, pm palace paraval paranatan nagar, mahuva",364290,mahuva,gujarat
aadhar,malapura office,"aadhar housing finance ltd. above mk auto, service center, 1st floor, sadat mohalla, dudu road, malapura, rajasthan",304502,malpura,rajasthan
aadhar,malegaon office,"aadhar housing finance ltd. office no.17, 1st floor, meera enclave opp yashari compound, satana road, malegaon",423203,malegaon,maharashtra
aadhar,malleshwaram office,"aadhar housing finance ltd. no. 16/12 1st, a cross rd, opp. dr rajkumar samadhi, nandini layout, bengaluru",560096,malleshwaram,karnataka
aadhar,manchar office,"aadhar housing finance ltd. office no-1-4 first floor gulmohar residency survey no-168/19 pune-nashik highway opp.lohokare hospital, ghulemala, post manchar",410503,pune,maharashtra
